	100_TF_25875	101_WF_25876	102_WF_25877	103_WF_25878	110_WM_25880	111_TM_25881	112_TM_25882	113_TF_25883	120_WM_37906	130_WF_37916	131_TF_37917	132_TF_37918	133_TF_37919	140_TM_37922	141_TM_37923	142_WM_37925	143_WM_37926	150_WF_37927	151_WM_37929	152_WF_37930	160_TM_37933	200_WF_25887	201_WF_25888	202_WF_25889	203_TM_25890	210_TM_25900	211_WF_37901	212_TF_37902	220_WF_37913	230_WM_37915
LIN7C	10.53135687	10.59802124	10.66704774	10.62564575	10.61226988	10.62263643	10.71625289	10.54458145	10.23326256	10.56606365	10.36722759	10.86476362	10.28601031	10.88931719	10.59797368	10.44120335	10.55516729	10.83643966	10.75299375	10.59554339	10.58355111	10.691539	10.49789403	11.01942141	10.59695258	11.02896432	10.69458131	10.51413656	10.43906194	10.55903189
LOC102074943	10.51682263	10.31409262	10.21661591	10.0747364	10.6087019	10.94699044	10.64160158	10.62141822	10.65266999	10.84616898	10.93345193	10.80534637	10.74984191	10.58851681	10.62318454	10.59715057	10.61928711	10.58116431	10.40174724	10.1733363	10.62263335	10.71427381	10.58803116	10.74354837	10.35727023	10.19510152	10.8342533	10.5006634	10.85299273	10.51449612
MBTPS1	10.68745	10.68474642	10.59820015	10.87175193	10.37430788	10.45205856	10.79033764	10.40413221	10.35273353	10.46496767	10.7075909	10.68038472	10.61015053	10.78013516	10.85559222	10.47296146	10.62821863	10.73736665	10.73432865	10.71687347	10.88575144	10.79583295	10.49679932	10.84025477	10.43725033	10.81313229	10.65805829	10.62591194	10.38271838	10.54464035
THAP5	10.31878804	10.49580756	10.51369227	10.34310457	10.84166898	10.75810408	10.70063741	10.7229463	10.03751334	10.25041438	10.21045209	10.46789636	10.54863928	10.54649824	10.40663371	10.40022919	10.53915521	10.36497497	10.43735952	10.39405621	10.80541149	11.21019496	10.84788489	11.28395258	11.07412985	10.56295257	10.57342263	10.47026436	10.48812627	10.67423306
MAP2K3	10.18910332	10.08306182	10.39359657	10.71357127	10.72604906	10.85116528	10.19746339	10.74102465	10.51728944	10.9768702	11.17292984	10.74337493	10.6816875	10.20654872	10.13743833	10.33259338	9.824308652	9.711435104	10.12836857	9.994203697	10.9790434	10.80518158	11.14823962	11.21706738	10.96388192	10.26694875	10.6897647	10.94608257	10.84763245	10.16053056
MCAT	10.82592564	10.7758146	10.90337083	10.6400792	10.80334085	10.20715754	10.56378136	10.67777629	10.68554687	10.34130544	10.40530405	10.45144937	10.32039856	10.74817404	10.87766033	10.98448283	11.05380019	10.87747867	10.85607298	10.91876333	10.54117603	10.30007781	10.1863886	10.37164984	10.4589091	10.44403398	10.55146384	10.18403092	10.55379681	10.93985838
RPLP2	10.64085243	10.66382662	10.7253667	10.50268678	10.33932665	10.93411144	10.34542205	10.50750747	10.35973603	10.16362837	10.09518791	10.03339747	9.841020986	11.12128884	10.48624269	10.26514158	10.74531519	11.29474646	10.92117555	11.01241722	10.49865351	10.40779428	10.56940806	10.70846334	10.91158517	10.80998261	10.56730781	10.31298519	10.85432969	10.72855583
SLC39A8	10.07597016	9.868732421	10.7094022	9.86789229	10.69722229	11.85844215	10.68902206	11.10280209	10.41680362	10.64115167	10.79191267	9.942126986	9.754185033	10.23532563	10.37594607	10.68548932	10.0866828	9.225063379	10.0585979	9.813454184	10.62783439	10.55714029	11.4620747	10.50733955	10.66739268	10.01114039	10.4063237	10.15564871	9.363899135	9.888578046
HTATSF1	10.95297941	10.33095721	10.40421618	10.8330188	10.71355435	10.51795653	10.79111392	10.71585416	10.47814624	10.65087427	10.23180254	10.32511286	10.87461787	11.19844046	10.84880825	10.69854532	10.75513284	11.37316006	10.88214484	10.70586968	10.00346741	10.31086103	9.878624162	10.21757017	10.41140242	10.28861487	10.39255431	10.7270722	10.93867621	10.06918751
LOC102074377	10.20611781	10.48329161	10.11197231	11.22399403	10.87372976	10.19225047	10.76131742	9.871766587	10.47385016	11.08300556	11.5801596	11.30880978	11.45889806	10.33744512	10.75343735	10.6302339	10.79215979	10.28667682	10.17922225	9.884296744	10.16250874	9.416761134	10.53142415	10.58124448	9.733171808	10.12456441	10.66707195	11.14966068	10.4354926	10.09782016
RNF166	10.34316127	10.30700703	10.48646843	10.79079293	10.82536723	10.71675996	10.59612628	10.41918362	9.979576722	10.70864784	10.67523824	10.80291799	10.54702703	11.03666597	10.7440663	10.00968795	10.78259189	10.76299944	10.60428781	10.80279971	10.49068173	10.19404693	10.33469802	10.4502234	10.43059341	10.9045589	10.38760461	10.90008078	10.65393931	10.56973203
DNAJA1	10.26064863	10.1699989	10.27275376	10.03431043	10.78624649	11.00190299	10.62602195	11.14338607	10.54212281	10.83341926	10.55930033	9.674288239	10.15874504	10.98356272	9.824013639	10.65634301	10.55047629	10.02100773	10.87648176	10.21215272	11.13180271	10.30966687	10.68924547	10.52242678	11.13679768	10.96668928	10.07177908	10.36348655	10.18643779	10.73014636
SAP30L	10.68571867	10.66936133	10.67693287	10.65348057	10.98920247	10.92637848	10.61729328	10.70361443	10.33507697	10.45482696	10.51645743	10.51416213	10.34008581	10.70964252	10.49123084	10.52958964	10.63088733	10.55711237	10.39270495	10.37601072	10.44544183	10.48175271	10.2423391	10.76809646	10.60542054	10.57227851	10.33612218	10.3700883	10.68883261	10.43966339
EFCAB14	10.36171677	10.2206546	10.85097772	10.65436958	10.68258984	10.6762791	10.68568613	10.93759067	10.5553977	10.60326214	10.73251113	10.32285401	10.73292573	10.71354234	10.61635246	11.11484508	11.05380019	10.22820589	10.42632492	10.35557117	10.59528124	10.42994347	10.20393993	10.4514367	10.7763962	10.64302144	10.33509411	10.38156909	10.63227888	10.31057209
UBAP1	10.26413431	10.35726228	10.13128196	10.27997597	10.73371263	10.96633912	10.95108585	10.78040517	10.36786283	10.53051557	10.60336514	10.03615852	9.811758307	10.91070505	10.26235147	10.90411779	10.97128287	10.16593615	10.96376279	10.02723781	10.97659976	10.25859702	10.1225084	10.6409497	10.74531809	11.17136163	10.19364755	10.20634084	10.45325158	10.79844732
SIN3B	10.65064827	10.61647651	10.27275376	10.35409218	10.61543402	10.68221679	10.40141226	10.37097132	10.73394688	10.52171068	10.56267338	10.54064219	10.62321545	10.75859214	10.40927157	10.49208579	10.55797458	10.83727199	10.83703831	10.48599935	10.85946572	10.4775057	10.00572308	10.63988593	10.28107316	10.6840307	10.76801331	10.72063068	10.80678226	11.01092501
ZFAND5	10.03029141	9.89165925	9.882391942	9.902750364	10.88032029	11.0266126	10.88863	10.77943366	10.711319	10.99415651	10.85310096	10.13990815	9.737303404	10.91579128	9.910392016	10.67319611	10.91838751	10.02977738	11.00215957	9.928688457	10.94111141	10.01948726	9.807955623	10.2638916	10.94865728	11.18236332	10.22506904	10.2992138	9.964097417	10.9764996
PRDM10	10.64887215	10.57461484	10.38423978	10.67466695	10.41073873	10.34007312	10.68985484	10.53885113	10.90082188	10.67569164	10.84619848	10.89167541	10.96913154	10.32729821	10.57231406	10.38415443	10.25418195	10.5691885	10.58655651	10.38877213	10.75496703	10.62494571	10.43983694	10.66729197	10.57556248	10.52503348	10.89200319	10.9438723	10.75618346	10.61089248
GUCY1A3	11.1566601	10.39517293	10.75158753	10.61837446	10.53792612	9.779050602	10.57554537	9.958506658	10.62096963	10.46496767	10.02107989	10.54355461	11.38278396	10.55413079	10.12143655	10.12512369	9.883736783	10.63672896	10.61112485	10.56307632	10.5189522	11.11773668	10.96014445	10.51432251	10.42486289	11.20171704	11.22999417	10.83835374	10.84763245	10.69392808
CSTF1	10.48830061	10.45023221	10.69866014	10.49377312	10.31227818	10.69372542	10.70887716	10.19848149	10.27707663	10.75370681	10.63495104	10.82622279	10.65274791	10.32475028	10.65242167	10.43601489	10.5485956	10.90314361	10.98421779	10.4570088	10.66068395	10.5731497	10.21596681	10.50617242	10.65357732	10.82019403	10.80708393	10.63553185	10.75618346	10.60570293
RAB3GAP2	10.62558127	10.65492664	10.65153486	10.72799949	10.48094895	10.60617775	10.78644996	10.58518073	10.38741062	10.49676692	10.38734311	10.62646851	10.61861781	10.68204431	10.85752465	10.45049575	10.61569895	10.71308488	10.52272087	10.53656566	10.80081415	10.48704393	10.42725012	10.7941472	10.36925553	10.7222311	10.81816032	10.66937394	10.50184326	10.50430631
LOC102067897	10.47833309	10.46431153	10.30428214	10.13841869	10.72128445	10.95853294	10.21493104	10.29820328	10.55844385	10.94364187	11.34973945	10.64376113	10.50778199	10.18984297	10.62885331	10.74375205	10.15998492	9.733085296	9.953329397	10.49880821	10.37418362	10.5919328	11.44628869	10.88762448	10.8358928	10.52982828	10.39354221	10.88172307	9.7735711	9.645352259
PDCD10	10.73677477	10.79011005	10.94577434	10.63738391	10.71392339	10.83099788	10.69732828	10.80065724	10.09180758	10.26209428	10.46420832	10.47299779	10.09505372	10.44341202	10.65686752	10.53639307	10.51624275	10.40931829	10.56960761	9.964663844	10.54227827	10.77867857	10.3829026	10.60324264	10.75524485	10.63947682	10.63402127	10.15564871	10.90035913	10.89660758
LOC102064633	10.36496661	10.46176186	10.90804078	10.04926537	10.76004014	11.20110972	10.99419327	10.52732168	10.15356365	11.03988188	10.43781521	10.75430927	10.40026506	10.62831264	10.72831124	10.6091851	10.34584967	9.890667091	10.15936234	10.22525793	10.03983816	10.42222991	10.08801996	10.07367417	10.595253	10.54506532	11.0100392	10.89436906	10.48467653	10.08419728
GTF2H5	10.59454487	10.69780422	10.74115636	10.53007084	10.31665965	10.561776	11.01161469	10.6953965	9.851240032	10.24186004	10.15341319	10.57899888	9.713043547	10.84022499	10.92818241	10.29181314	10.21201892	10.71851628	10.5081429	10.6522027	10.66574975	10.77954116	10.63555338	11.05735829	11.09291677	11.16336344	10.67196484	10.68269142	10.80816275	10.36994492
SGK3	10.5486067	10.7799135	11.12252335	10.84006799	10.26116245	9.279482865	10.05212345	10.13150586	10.95035501	10.4097221	10.93995003	10.55418343	10.32322755	10.868482	10.61406789	11.0978667	11.14994527	10.91580679	11.01473461	11.22533727	10.00346741	10.80093972	10.47138872	10.29261193	10.71433837	10.92508276	10.95624472	9.976834757	9.90076021	10.59788341
THNSL1	10.42224438	10.27104685	10.85388514	9.840010805	10.76894702	10.50427851	10.6467576	10.48025895	10.41903998	10.64925838	10.9990199	10.45660924	10.78240532	10.31836067	10.40134345	10.8309139	10.45530928	10.52750378	10.308665	10.81624228	10.70269342	10.68602888	10.70259914	10.66729197	10.59440246	10.74961512	10.76953577	10.43291842	10.16072133	10.58211596
RBBP6	10.3960096	10.29416451	10.17690541	10.6165509	10.70429748	10.67538633	10.52417117	10.41418393	10.37479237	10.68597311	10.92888577	10.85307444	10.87075691	10.51555737	10.44184386	10.30667281	10.51142313	10.87585934	10.58853746	10.5705621	10.66271241	10.36014251	10.66020704	10.70134271	10.25331506	10.41218612	10.71526929	11.10782715	10.42832727	10.27613554
ZNF598	10.62105878	10.58050217	10.58775812	10.72037901	10.30200266	10.55758273	10.45432836	10.5559742	10.49943663	10.70164894	11.00956083	10.81019091	10.77897588	10.36250416	10.58869567	10.3459343	10.40109735	10.41490592	10.47853704	10.29697394	10.91922181	10.38643248	10.2759169	10.94645044	10.65520955	10.52599372	10.76725148	10.9316549	10.74613519	10.65510279
GBF1	10.74926121	10.89114024	10.36670005	10.78593378	10.51396427	10.54753389	10.65360374	10.54686722	10.55234509	10.60159197	10.65563026	10.81903049	10.96491235	10.61064491	10.76994807	10.53833102	10.67206457	10.70307386	10.5081429	10.41083623	10.45951365	10.31443758	10.22657372	10.67562084	10.09990363	10.36144143	10.62395648	10.67604806	10.64005216	10.66261881
LOC102071048	10.16692806	10.85856686	10.40949678	10.77043753	10.61345724	10.11487045	10.3111862	10.75196196	10.33033178	10.65731977	10.65325928	10.57140876	10.45373568	10.59487386	11.02076272	10.65901716	10.89489885	9.060415639	9.866141319	9.121331122	11.00884602	11.03636628	11.01239271	11.04936978	11.18560695	10.55732791	10.51743235	10.43291842	11.12853726	10.87807683
ZFAND2B	10.54192294	10.57579423	10.83340894	10.63378234	10.4813826	10.51629541	10.64761515	10.61380723	10.15892708	10.3972593	10.19205208	10.51910268	10.25671291	10.63655252	10.63111459	10.37767398	10.65555981	10.64054897	10.68796692	10.7657845	10.92768026	10.62398546	10.92069767	10.86868134	10.87843366	10.67453682	10.46200698	10.69588701	10.65700726	10.48935497
KBTBD8	10.43775905	10.36819604	10.76914915	10.75228392	10.84234423	10.61178859	10.54549332	10.50515837	10.31359949	10.40302475	10.63174313	10.71610093	10.18075202	10.39808284	10.58636681	10.58969446	10.49589116	11.10944346	10.77837845	10.25111607	10.47229322	10.40108259	9.98400168	10.70744826	10.21064872	10.84656387	10.91075036	10.78748911	10.81229629	10.47898521
RNF7	10.55715481	10.45023221	10.66484181	10.0747364	10.88916999	10.59047652	10.61991743	10.77456623	10.67342281	10.43339027	10.48124195	10.21248324	9.907910526	10.82768625	10.54379077	10.57466554	10.44017204	10.20258644	10.92901282	10.43973922	10.23521368	10.50593311	11.06945456	10.34447693	10.46543681	10.43792455	11.04628468	10.38483258	11.18806285	10.76003771
RPS14	10.62738629	11.08992872	10.98077349	10.56358515	9.9612212	10.54883446	10.33800215	10.92006695	10.56754387	10.54449248	10.45969213	10.7349071	10.26360245	10.23124967	10.78119049	10.34039059	10.44927345	10.54289448	10.51649121	10.76088561	10.41206323	10.27948668	11.36465811	10.65259964	11.16513609	10.61712327	10.44018238	10.52748494	10.73456504	10.36688028
VPS39	10.47231932	10.51560972	10.89962396	10.73053073	10.57171353	10.91432244	10.79498907	10.65358913	10.49414344	10.4631292	10.63414973	10.18413936	10.25671291	10.23803655	10.57113679	10.56329012	10.45530928	10.13782326	10.30505469	10.27994782	10.8326919	10.47217927	10.78561142	10.81973559	10.62720722	10.53937029	10.62983614	10.5596032	10.71114241	10.45513638
LOC102066484	10.42536071	10.74049532	10.45361749	9.91170665	11.31669898	10.30509219	9.969444182	11.26079452	10.98849073	10.42774526	10.75110741	9.894226351	10.22479146	10.33111168	10.35009306	10.9965128	10.73543022	9.773692459	10.18184968	10.87787139	10.49182326	10.30127994	10.95218125	10.43925749	10.69463245	10.69687696	9.964141705	10.65997796	10.86895504	10.42303926
USP19	10.56941328	10.66160677	10.26549097	10.83928645	10.58670357	10.37091954	10.53348045	10.48145444	10.28813102	10.79594048	10.79836427	10.7808765	10.6735837	10.50546936	10.48749135	10.39489084	10.5719296	10.87909618	10.74502399	10.59186967	10.89268078	10.21461099	10.34690118	10.68286935	10.28635049	10.56108012	10.66625485	10.69982225	10.69033072	10.56082077
RER1	10.62015258	10.63696014	10.88926956	10.56547692	10.44404821	10.5898449	10.62602195	10.80161457	10.20113044	10.24078716	10.19640268	10.47808123	10.2348431	10.69294956	10.65130806	10.40978869	10.5719296	10.71489762	10.77751051	10.57335927	10.36797967	10.67030152	10.65530992	10.97793643	10.89095497	10.80207816	10.62731922	10.448597	10.52721598	10.49310737
SMAD2	11.21423039	11.15921426	11.28067609	11.08653017	8.891365696	8.936091573	9.591808883	9.173997466	9.767658127	9.209606625	9.140370511	11.482207	11.58362794	9.25510931	11.55800071	9.212391566	9.373005364	11.37717132	9.474077235	11.13168439	9.129489973	11.69005394	11.61009127	11.53626646	9.061148238	9.613866922	11.76285761	11.35903983	11.37755837	9.391239878
UBQLN4	10.74760258	10.761376	10.5607241	10.90723617	10.24643733	10.23044942	10.36537129	10.52616365	10.04622336	10.72791283	10.49543155	10.73150599	10.66394737	10.45044071	10.87002271	10.36353223	10.55890913	10.8280898	10.45157935	10.6237017	10.74829679	10.42222991	10.43755659	10.79892018	10.53535566	10.70283293	10.82109971	11.03182508	10.87159833	10.52553074
NAPG	10.4284703	10.52418835	10.88643268	10.08136511	10.99559043	10.19225047	10.57734672	10.82534342	10.79461763	10.23109519	10.57942124	10.21126243	10.19935122	10.68005265	10.84589103	11.08334259	10.95149591	10.57518884	10.35944269	10.60012242	9.952945702	10.84610448	9.90693785	9.896066532	10.71512103	10.45415915	10.907297	10.13641174	10.82189538	10.77398333
DPM1	10.46021598	10.66382662	10.78852698	10.52424646	10.50929384	10.6543966	10.59790212	10.49690627	10.20761445	10.19277191	10.25701233	10.41374272	10.00040043	10.47707089	10.9235781	10.18326948	10.2179492	10.47711922	10.56960761	10.41292007	10.43953778	10.67123143	11.00932599	10.93348738	11.01498389	10.71214288	10.69858289	10.58252047	11.17635267	10.63401699
PARP14	10.07199745	11.10470835	10.41212984	11.21739322	10.42298157	9.98440155	10.02200315	10.25271061	10.91673179	10.0058254	9.936460988	9.841522695	10.172408	10.56388505	11.06156657	10.70890566	11.60597	9.980869723	10.76530424	10.21095541	9.883282148	11.76642539	10.81664579	10.70846334	10.43535149	9.859329647	11.10292986	10.05063387	10.46555394	10.99381503
LOC102072976	10.81962458	10.90528019	10.79459258	10.98490382	9.786831905	10.53314966	10.58004454	10.38764714	10.47921826	9.744731466	9.53037724	9.919871848	10.21161861	10.45859776	10.58869567	10.06049008	10.12000441	11.04750272	10.85525059	10.95352711	10.95690011	11.09643673	10.96727391	11.48388741	11.16971035	10.73058435	10.32373662	10.18777331	10.33178344	10.17695789
TAF7	10.60831983	10.47572954	10.56782548	10.42353952	10.47442844	10.75021221	10.68568613	10.5684031	10.50891565	10.31300262	10.37492379	10.20022827	10.26458398	10.41973236	10.84101585	10.65634301	10.37798129	10.63768491	10.098085	9.890295324	10.74542864	10.6421218	11.04495456	10.70338076	10.86439237	10.99469961	10.43251309	10.43606781	10.78310951	10.50523564
ARPC1A	9.95750107	10.45280233	10.37617104	10.10887727	10.41709985	11.06005396	10.56922283	10.77651517	9.826165326	10.67012494	11.05097053	10.17540109	9.772252702	10.67805823	10.79537341	10.78432229	10.62018275	10.11602951	10.02093588	10.32269609	10.92514793	10.11694047	10.98377353	10.31944247	10.72758618	10.78453431	10.60531985	11.00874955	10.37528513	10.32748659
ARID1A	10.45209025	10.42819907	10.25672703	10.82751217	10.59714463	10.55402503	10.42060635	10.33834972	10.6112242	10.94430082	11.13322274	10.99669097	10.9841001	10.41494938	10.42499817	10.06318575	10.35233357	10.40595529	10.49658444	10.28222962	10.82365566	10.22351628	10.5142157	10.83747384	10.30415019	9.917601243	10.46576905	10.70243979	10.52553829	10.53101653
HNRNPR	10.6865846	10.61762216	10.98696645	10.57301927	10.42613874	10.69372542	10.53348045	10.93497565	10.57357879	10.96263022	10.92823228	10.43271935	10.63388658	10.03943124	10.50485992	10.10171639	10.06841589	10.1512788	10.61209892	10.36528921	10.34036046	10.2361434	10.6815589	10.0625973	10.67867146	10.49592484	10.70416651	10.83477947	10.5782789	10.58475588
PRCC	10.46628035	10.3884759	10.22112825	10.54931718	10.53207755	10.45205856	10.40344477	10.29548666	10.45762485	10.62972513	10.565198	10.71782076	10.501136	10.5938163	10.41977501	10.37983737	10.60216324	10.81800573	10.77490357	10.74608826	10.72324786	10.64780198	10.44665643	10.96525459	10.8636867	10.61622188	10.51198475	10.56967437	10.57665963	10.31375872
