	100_TF_25875	101_WF_25876	102_WF_25877	103_WF_25878	110_WM_25880	111_TM_25881	112_TM_25882	113_TF_25883	120_WM_37906	130_WF_37916	131_TF_37917	132_TF_37918	133_TF_37919	140_TM_37922	141_TM_37923	142_WM_37925	143_WM_37926	150_WF_37927	151_WM_37929	152_WF_37930	160_TM_37933	200_WF_25887	201_WF_25888	202_WF_25889	203_TM_25890	210_TM_25900	211_WF_37901	212_TF_37902	220_WF_37913	230_WM_37915
MCC	6.226840568	5.89758473	5.853364036	5.996430677	5.83950777	6.315493149	6.158717165	6.234659128	6.26902632	6.214804189	5.851270854	6.500264263	6.130160565	6.509912462	5.853292946	6.20902906	6.307135792	6.289534298	6.313021502	6.22370431	5.626111373	6.60465537	5.878868468	6.052402302	5.764697534	5.990452067	6.330048915	6.293951508	6.144105781	6.359910875
EIF2AK1	6.078379865	6.346715129	5.761062481	6.106915472	6.537808417	6.134936334	6.058881196	6.410319726	6.482784504	5.919836775	6.06877359	6.00165629	6.151352072	6.208545643	5.895669061	6.680117949	5.927996326	6.08571305	5.965353988	6.412131765	5.816324658	6.37522907	6.134969731	5.984484662	6.035668403	5.960751756	5.987306534	5.725616539	5.774886964	6.340572181
GALNT16	6.507987151	6.372266561	6.442752748	6.338382003	5.926534659	5.855605928	6.004671513	5.788980347	6.315296109	6.078902466	5.993402028	6.163616783	6.604404159	6.235016523	6.235357356	6.185139229	6.148437001	6.356628019	6.057501301	6.152433917	6.035283187	6.054677682	6.189342669	6.145796701	6.035668403	6.351125661	6.386690406	6.153140835	6.004422176	6.124462504
URI1	6.226840568	6.013467871	6.235455579	6.106915472	6.177211665	6.054219464	6.084837623	6.178511219	6.628611435	6.276409043	6.092591392	6.365745559	6.016491981	5.893614542	6.36950263	6.056086297	6.327946722	6.289534298	6.14130534	6.352938753	5.968339628	6.111224884	6.359628752	6.175024249	6.08591104	6.019190648	6.249514981	5.503166974	6.340291484	5.967305217
LOC102062713	6.130412819	6.013467871	5.853364036	5.720360815	5.966872681	5.622039634	6.227434164	6.3629991	6.143324446	5.948419585	5.911033511	6.138463327	6.324337915	6.235016523	6.291079065	6.341774636	6.499270037	6.479556542	6.313021502	6.589504936	6.035283187	6.138288616	5.915274406	5.984484662	5.896168797	6.603744682	6.249514981	6.260521435	6.004422176	6.718257877
LOC102074912	6.226840568	6.293710229	6.206418482	6.053321591	4.955213835	5.781476015	5.818186964	5.441017749	5.331256838	6.235752102	5.911033511	6.51823181	7.040614888	7.028730131	6.997249946	6.320782457	6.426378437	6.242307295	5.785437685	6.176760404	5.678804946	6.138288616	6.445998886	6.334659473	5.603982158	5.960751756	6.491913724	5.942293068	6.227137656	4.955213835
LSM1	6.104750581	6.346715129	6.263692166	6.132621119	6.484033567	6.256233361	6.760707778	6.410319726	6.143324446	6.389751488	5.752141171	5.724275377	5.966758395	5.965966454	5.935976804	6.056086297	5.792332908	5.996619842	5.785437685	6.152433917	6.237953005	6.054677682	6.189342669	6.382915269	6.304355985	5.756029346	5.83734197	6.114604712	6.409566469	5.844382616
WDR35	5.833716587	6.147982058	6.011418021	6.025321156	6.515070867	6.500534983	6.566344585	6.022162396	6.059391241	6.256280273	6.495243033	6.058807381	5.940793521	6.381119201	6.36950263	6.056086297	6.098039424	5.824367923	6.335387265	6.101884392	6.211428497	5.822534581	5.337646748	5.578588502	6.133614557	5.830292518	6.139053948	5.403504077	5.897627037	5.908107577
LOC102069446	6.376483353	6.048952867	5.853364036	5.835405885	6.145232284	6.271365855	6.312417238	6.261614126	5.934065174	6.0029038	5.966806241	6.163616783	6.130160565	6.095008272	5.935976804	6.10980203	6.123566929	6.312372023	6.086265408	6.449897529	5.816324658	6.672027718	6.134969731	6.084565485	6.156611757	6.266861052	5.987306534	6.357798451	5.627415061	6.378910112
ANKRD16	5.933787463	6.320542468	6.36960973	6.106915472	5.979912234	6.168748355	5.852350792	5.987474622	6.26902632	6.701439419	6.340994477	6.112642956	5.619241646	6.468603691	6.145605486	5.905991756	6.148437001	6.02729077	5.997132381	6.714207892	6.237953005	5.783268223	6.047200779	5.871556358	5.764697534	5.794073625	6.541062494	6.153140835	6.409566469	6.378910112
LOC102063326	6.471962369	5.529835805	6.511396863	6.20592193	6.197972922	6.177023203	6.084837623	5.987474622	6.169756326	6.078902466	6.203584108	6.138463327	6.151352072	6.095008272	6.011335396	6.083326551	6.499270037	6.378092612	6.027817117	6.332467695	5.968339628	6.72017815	6.016008762	5.830200572	5.689122972	6.198866759	6.16214599	5.942293068	5.293586833	6.194253121
TRAF3	6.490117609	6.237892258	6.176521527	5.966572279	6.238256023	6.081896437	5.705285912	5.913693671	6.337694209	5.919836775	5.939374472	6.587425003	6.457482996	6.032766491	6.206322228	6.20902906	6.044820777	6.378092612	6.313021502	6.246386017	6.097656573	6.514609261	6.106604448	6.284126106	5.689122972	5.898092736	6.249514981	6.114604712	5.838650445	5.908107577
LOC102071571	6.203591489	6.178858709	5.853364036	6.053321591	6.295868753	6.090943706	6.428393995	6.234659128	6.169756326	6.028943573	6.160681345	6.00165629	6.063629331	6.235016523	5.853292946	6.083326551	5.988333695	5.824367923	6.290174274	5.899366561	6.450720352	6.416862541	6.134969731	6.115668542	6.626186858	6.429275665	6.01439675	6.293951508	5.705103996	5.908107577
CECR1	6.023295982	5.855127768	5.761062481	6.080499841	6.208194702	6.240876246	6.058881196	5.913693671	6.482784504	6.078902466	6.138511715	6.883613752	6.562257145	5.965966454	6.176427316	5.679385004	6.098039424	5.996619842	5.997132381	6.200505959	6.26380876	7.025481609	5.915274406	6.257918795	5.982504696	5.794073625	5.768539944	5.785749878	5.538653368	5.810504746
UBE2E3	6.471962369	6.421641639	6.34409947	6.132621119	5.808261768	6.177023203	5.916608114	6.287886273	6.337694209	6.687674883	6.429322299	6.365745559	6.04036316	6.124654374	6.011335396	6.362364505	6.172691099	5.996619842	6.313021502	6.101884392	5.727639787	5.929845508	6.077371978	5.69056585	5.925929743	6.266861052	6.040697327	5.586692522	6.053342195	6.238210788
MLNR	5.797363863	5.810284991	5.895743283	6.157663574	5.953635403	5.878841785	5.744898954	6.022162396	5.934065174	6.556062187	6.526818931	5.803282789	6.576475729	6.260820396	5.710148826	6.29936814	6.426378437	6.242307295	6.555375419	5.86613789	6.127364618	5.895616669	6.189342669	6.145796701	6.380265849	6.390897362	6.206775245	6.114604712	6.536367861	6.238210788
PRKDC	6.525581457	5.97652889	6.145697571	6.456238558	6.305169725	5.923426745	5.852350792	6.206975302	6.539643677	6.149210075	6.044332984	6.163616783	6.086328662	6.064406821	6.145605486	6.362364505	6.348359941	6.217857402	6.027817117	6.486431054	5.773310743	6.190268712	6.240912294	5.948479261	5.727921338	5.864906006	6.349261243	5.84140744	6.340291484	5.967305217
LOC102061982	6.249571547	6.514276446	6.263692166	6.296065491	5.539229331	5.976046235	6.182150863	6.05557221	6.381138094	6.353284366	6.377187234	6.280714187	6.04036316	6.285997601	6.291079065	6.341774636	6.327946722	6.289534298	6.242927417	6.020614879	6.47199521	5.859908076	6.106604448	5.910901977	6.035668403	5.960751756	5.768539944	6.581624277	6.186483927	6.100042311
HEMK1	6.130412819	5.810284991	5.36204734	5.67751815	6.46018519	6.721735947	5.705285912	6.864400401	5.745272255	5.501289743	5.54713477	5.402711607	5.73135319	5.677077082	5.595292171	5.762803095	5.792332908	5.601461754	5.546262715	5.674265332	5.895829719	6.263521373	6.290014964	6.843508762	6.711652665	7.216586216	5.559455023	5.84140744	6.227137656	5.308636351
LOC102062147	6.078379865	5.855127768	5.595343623	5.798987166	6.017918043	5.588372965	5.391497707	5.515301989	6.443231567	4.955213835	5.637143316	4.955213835	5.696024392	6.064406821	7.68006532	5.837658604	7.739946967	6.08571305	5.932373204	6.127489118	6.26380876	5.741822838	5.226029403	4.955213835	5.799717506	5.930000173	5.768539944	4.955213835	8.045063523	5.775060991
LCA5	6.130412819	6.048952867	6.317969322	5.996430677	6.435819809	6.385208386	6.158717165	6.178511219	6.359634125	6.0029038	6.138511715	6.058807381	6.359178039	5.677077082	6.011335396	6.341774636	5.86302723	6.167109191	6.027817117	5.86613789	5.932856942	5.822534581	6.359628752	5.910901977	6.061128874	5.715883496	6.349261243	6.326352303	5.952675317	6.049229037
LOC102070543	6.249571547	6.620441422	6.418906186	6.182084655	5.70583788	5.890215176	5.78244193	5.742477387	6.059391241	6.193414387	6.303539255	6.00165629	6.269839636	6.124654374	6.046755185	5.633484027	6.098039424	6.590411088	6.480273542	6.200505959	6.92212116	6.456985967	5.557286765	6.429128636	6.08591104	6.125935942	5.449763631	5.725616539	5.897627037	6.630946338
MRPS6	5.901764647	6.320542468	6.145697571	6.053321591	6.574737043	6.081896437	6.205046514	6.234659128	6.26902632	6.407538563	5.993402028	5.803282789	6.151352072	6.095008272	6.263592045	6.27751017	6.307135792	5.931890138	6.26681921	6.152433917	6.097656573	6.37522907	5.878868468	5.74015804	6.304355985	5.960751756	5.869587277	6.114604712	5.538653368	5.938218996
EMP1	5.933787463	6.147982058	5.595343623	5.870208958	5.66810268	6.143499359	6.084837623	6.261614126	6.245099258	6.334579361	6.182363401	6.405872202	5.966758395	6.095008272	6.206322228	5.679385004	6.285907556	6.356628019	5.862266225	6.668957142	6.066990679	7.000581726	6.162530635	6.052402302	6.284502725	6.019190648	5.731597501	6.260521435	6.266232981	6.194253121
MEIG1	6.415667309	6.08312393	6.418906186	6.106915472	5.70583788	6.322671846	6.134712255	6.05557221	6.381138094	6.102915948	6.203584108	6.112642956	6.341899184	5.624504758	6.235357356	5.999064218	6.017018401	5.931890138	5.743889069	6.246386017	6.237953005	6.190268712	6.359628752	5.871556358	6.304355985	6.047044883	6.249514981	6.114604712	6.565981986	6.124462504
RAB19	6.271812303	6.293710229	6.418906186	5.996430677	5.966872681	5.867307456	6.058881196	5.987474622	6.088200001	5.859559111	5.881698629	6.188145378	6.425676236	6.124654374	6.465987603	6.028021535	6.242112216	6.289534298	6.193403324	6.152433917	6.384344195	6.309622725	6.359628752	6.334659473	6.264266138	5.578654973	6.206775245	6.447033502	6.677481851	5.87686893
MAP7D2	5.964649458	5.36286653	5.528688517	5.212919785	6.156007809	6.868982123	5.78244193	5.788980347	5.485534865	5.723007129	6.542286871	5.585584857	5.364075382	5.624504758	5.362014324	6.725601552	5.927996326	5.330394415	6.290174274	5.7571216	7.329041228	6.922834244	6.705269122	5.578588502	5.925929743	5.930000173	5.607090066	5.272837852	5.293586833	5.737836667
AGK	6.155413269	6.346715129	6.206418482	6.106915472	6.123317513	6.201443667	6.058881196	6.477710091	6.359634125	6.0029038	6.412216489	5.908369445	6.016491981	5.965966454	6.113780283	5.905991756	5.714297406	6.167109191	6.086265408	6.392754564	6.184190217	6.138288616	6.215455183	5.984484662	6.380265849	6.019190648	6.115401251	6.153140835	6.227137656	6.100042311
KIAA1715	6.155413269	6.266175922	5.853364036	5.996430677	6.238256023	6.263827175	6.158717165	6.149209039	6.628611435	6.078902466	6.138511715	6.086108617	6.086328662	5.930560761	5.853292946	6.185139229	6.098039424	5.785023067	5.785437685	6.332467695	5.773310743	6.309622725	6.403660643	5.513632183	6.156611757	6.100361786	6.040697327	5.988551738	6.409566469	6.53668173
TM2D2	6.226840568	6.320542468	6.488974785	6.182084655	4.955213835	6.233110825	6.004671513	6.05557221	6.26902632	6.0029038	6.359242162	5.908369445	6.269839636	6.153417929	6.44264096	6.27751017	5.896149973	6.140728844	6.193403324	6.268578878	5.773310743	5.650805575	6.359628752	5.637047837	6.549930294	6.244693654	6.139053948	6.190221147	5.952675317	6.520199814
LOC102063020	5.797363863	5.855127768	6.046840337	6.157663574	6.187646162	6.6489293	6.516547606	6.022162396	5.701095772	6.054259809	6.412216489	6.32407733	5.658762885	6.153417929	6.317865596	6.056086297	5.828480958	5.931890138	5.862266225	6.048503099	6.26380876	5.962747441	5.800713853	5.74015804	6.361783819	6.390897362	5.83734197	6.190221147	6.144105781	5.844382616
NUBPL	5.86845705	5.855127768	6.113870156	5.835405885	6.277016428	6.610791413	6.084837623	6.601582516	6.402226604	6.353284366	6.115825674	5.940599552	5.886356075	6.235016523	5.808536341	6.664566666	5.958689451	5.545963616	5.89806171	5.991840989	5.773310743	6.164620482	6.134969731	5.74015804	6.264266138	5.930000173	5.803717144	5.942293068	5.293586833	6.280361345
ETS1	6.434749505	6.293710229	5.93605398	6.338382003	6.077929837	5.806986898	5.78244193	6.234659128	6.443231567	6.334579361	6.264707654	6.405872202	6.392931177	6.032766491	6.206322228	6.135565519	5.927996326	6.459988583	6.027817117	6.468312297	6.066990679	6.164620482	6.134969731	6.429128636	5.64796062	5.794073625	5.869587277	6.032514735	6.099805113	6.171533294
LOC102067088	6.507987151	6.013467871	5.853364036	6.025321156	6.617562121	5.976046235	5.885109416	5.742477387	6.245099258	6.0029038	5.851270854	6.280714187	6.341899184	6.260820396	5.76099831	6.135565519	5.988333695	6.459988583	6.086265408	6.020614879	5.932856942	6.437104756	6.189342669	5.948479261	6.061128874	6.15085116	5.959361479	6.529668217	5.538653368	6.124462504
RFC2	5.964649458	6.116099767	5.974544864	5.798987166	5.869561394	5.912502295	5.916608114	6.178511219	6.611349699	6.028943573	6.06877359	6.365745559	6.04036316	6.468603691	6.488860093	6.402409212	6.307135792	5.897594436	5.652642359	6.200505959	5.773310743	6.286825239	6.466580272	5.948479261	6.009479322	6.244693654	6.677167563	6.153140835	6.340291484	6.238210788
SHE	6.023295982	5.855127768	5.655317487	6.545773357	6.610532097	5.855605928	6.058881196	5.788980347	6.245099258	6.276409043	6.284303292	6.425399242	6.376185317	5.893614542	5.655261391	5.679385004	5.577345391	6.113614922	6.357295721	6.468312297	5.857064862	6.111224884	6.290014964	6.084565485	6.035668403	5.990452067	6.066265497	6.032514735	6.375479726	6.216469933
LOC102060664	6.471962369	5.855127768	6.011418021	5.966572279	5.979912234	5.94486195	6.205046514	6.234659128	5.786889953	6.171558515	5.881698629	6.086108617	6.306482651	6.358116636	6.113780283	6.232367425	6.148437001	6.192804307	6.086265408	6.539118986	5.816324658	6.587194696	5.878868468	6.284126106	5.982504696	6.175148991	6.52491254	6.190221147	5.705103996	6.300814446
VANGL1	6.023295982	6.08312393	6.046840337	6.053321591	6.197972922	6.248583399	6.409899451	6.178511219	6.26902632	6.407538563	6.462765474	6.212086888	6.473054181	5.965966454	6.176427316	6.402409212	6.123566929	6.167109191	5.785437685	5.899366561	6.289036209	5.600080688	6.016008762	5.910901977	5.689122972	6.047044883	5.869587277	5.988551738	6.099805113	6.1482807
CCDC30	6.104750581	5.97652889	5.974544864	6.358928603	5.926534659	6.4184595	6.205046514	5.951372625	6.220602615	5.794370501	6.115825674	6.086108617	6.086328662	6.381119201	6.080864	5.938147276	6.123566929	6.675378194	6.357295721	6.246386017	5.932856942	6.164620482	5.800713853	5.910901977	5.925929743	5.715883496	5.803717144	6.447033502	6.375479726	6.378910112
LOC102061928	6.179793664	6.237892258	6.080951565	6.132621119	6.638404824	6.151987967	6.227434164	6.149209039	6.292415621	6.459247286	6.138511715	5.764842371	6.288320992	6.235016523	6.046755185	5.905991756	5.988333695	6.192804307	6.086265408	5.931314035	6.184190217	5.329583863	5.915274406	5.786531106	6.08591104	5.990452067	5.768539944	6.293951508	5.774886964	6.238210788
SIPA1L2	6.104750581	5.937968682	5.761062481	5.870208958	5.83950777	6.143499359	6.004671513	5.639074441	6.116157175	6.475965847	6.06877359	6.77360663	6.392931177	6.181362854	5.974464893	5.905991756	6.123566929	6.056961696	6.057501301	6.200505959	6.066990679	6.868219694	5.983700957	6.382915269	5.896168797	6.15085116	6.368137069	6.032514735	5.774886964	6.124462504
CMKLR1	5.994455657	5.711705371	5.655317487	5.631731128	5.124860314	6.322671846	5.916608114	6.287886273	5.998927552	5.890249937	6.044332984	6.138463327	7.001215873	5.930560761	5.895669061	6.255185123	6.148437001	6.378092612	5.997132381	6.743461033	5.968339628	6.949280998	6.189342669	6.019080399	5.982504696	5.898092736	6.066265497	6.153140835	5.705103996	6.100042311
LOC102068847	6.179793664	5.855127768	5.45266572	6.106915472	6.781102876	5.955381706	6.004671513	5.832771064	5.786889953	6.171558515	6.182363401	6.112642956	6.618123293	5.999990647	6.011335396	6.232367425	6.0718081	6.192804307	6.057501301	6.352938753	5.968339628	6.138288616	6.290014964	6.084565485	5.689122972	5.864906006	5.959361479	6.114604712	6.053342195	6.100042311
ANKRD13D	6.078379865	6.346715129	5.655317487	6.053321591	6.596344892	6.512649416	6.270792392	5.913693671	6.088200001	6.126339938	6.019225616	5.724275377	6.604404159	5.771368166	5.974464893	6.028021535	5.754363582	5.964855855	6.313021502	6.075573178	6.127364618	5.859908076	6.106604448	5.948479261	5.982504696	5.673281146	5.768539944	6.357798451	5.627415061	5.967305217
LOC102062282	6.249571547	6.620441422	6.466100863	6.66052837	5.248713086	5.699132748	6.134712255	6.08781955	6.359634125	6.425043279	6.244735207	6.62054099	6.376185317	6.208545643	5.974464893	5.938147276	6.148437001	6.479556542	6.027817117	6.268578878	6.066990679	5.600080688	5.337646748	6.052402302	5.799717506	6.288565669	6.040697327	6.153140835	6.144105781	6.378910112
MLXIPL	6.471962369	6.293710229	6.046840337	5.996430677	5.461839368	5.96577516	6.134712255	5.788980347	6.116157175	6.492440691	6.340994477	5.874844675	5.99197308	6.285997601	5.895669061	6.185139229	6.044820777	6.167109191	6.242927417	6.075573178	6.184190217	6.286825239	6.106604448	6.284126106	6.565584987	6.244693654	5.959361479	6.555937186	6.505972786	6.124462504
SLC25A29	6.33583724	5.810284991	5.974544864	5.870208958	6.208194702	5.96577516	5.946968487	5.951372625	6.245099258	5.759560906	5.677688489	6.55334482	6.269839636	5.930560761	6.206322228	6.056086297	6.148437001	5.996619842	5.862266225	6.311597423	5.932856942	7.251320417	6.077371978	6.334659473	6.110059615	6.288565669	6.115401251	5.942293068	5.293586833	6.194253121
LOC102072217	7.263481647	7.245025492	5.895743283	6.66052837	5.248713086	5.428809963	5.458359118	5.874240682	6.917042022	5.643535018	5.54713477	5.681222748	5.940793521	5.965966454	5.935976804	6.083326551	6.148437001	6.49879185	6.770809742	7.094026176	5.727639787	5.859908076	5.494495372	6.257918795	5.799717506	5.525062131	5.507470535	5.586692522	6.053342195	6.049229037
LOC102071883	6.078379865	6.013467871	5.93605398	6.106915472	6.066234517	6.099905412	5.946968487	5.742477387	6.169756326	6.571434245	6.182363401	6.444588714	6.341899184	6.447368816	6.263592045	6.459875582	6.348359941	6.140728844	5.89806171	6.246386017	5.895829719	6.456985967	5.983700957	5.910901977	6.201059406	6.047044883	5.900595732	5.785749878	5.538653368	5.938218996
ZNF277	6.453510294	6.320542468	6.394534784	6.080499841	6.042393691	6.20945365	6.058881196	6.433238255	6.195501276	5.976083945	6.160681345	6.280714187	6.086328662	6.124654374	5.974464893	6.185139229	6.098039424	6.192804307	5.824801083	5.962103933	5.968339628	6.396243127	6.290014964	5.786531106	6.110059615	6.351125661	6.368137069	5.725616539	5.538653368	5.775060991
DIO1	6.453510294	6.372266561	6.317969322	5.67751815	6.017918043	6.072761472	6.428393995	5.987474622	5.221491638	5.794370501	5.439633426	6.3026182	6.04036316	6.358116636	5.974464893	6.320782457	6.044820777	6.607899697	6.573410501	6.22370431	6.717921455	6.215276416	6.189342669	6.019080399	6.264266138	5.960751756	5.507470535	4.955213835	6.186483927	6.194253121
TIMM9	5.901764647	6.346715129	6.442752748	6.456238558	6.468190793	6.506608265	5.885109416	6.234659128	5.967098711	6.0029038	6.019225616	5.874844675	5.73135319	5.930560761	6.235357356	6.255185123	5.927996326	6.356628019	5.89806171	6.246386017	6.097656573	5.994450428	6.077371978	5.948479261	6.035668403	5.525062131	5.900595732	6.153140835	5.627415061	5.967305217
DHRS11	6.453510294	6.08312393	5.710209133	6.229209292	4.955213835	6.117580236	5.663253078	6.433238255	5.485534865	6.126339938	6.06877359	6.03067935	6.172095429	6.260820396	6.554847805	6.402409212	6.499270037	6.312372023	6.625905178	6.075573178	6.002437212	5.962747441	6.290014964	6.052402302	6.361783819	6.266861052	5.959361479	5.988551738	6.053342195	6.238210788
BCL11A	6.023295982	6.293710229	6.145697571	6.182084655	6.522700167	5.699132748	5.517045571	6.455694453	6.463181826	6.171558515	6.557550376	5.839876038	6.473054181	5.814285603	5.895669061	6.185139229	6.19636646	5.897594436	5.965353988	6.048503099	5.968339628	5.994450428	6.215455183	5.69056585	6.179083595	5.898092736	5.959361479	6.326352303	6.266232981	6.359910875
LOC102070532	5.86845705	5.89758473	5.853364036	5.903576149	6.560106322	6.364762081	6.182150863	6.561747919	6.359634125	6.296157155	6.092591392	5.724275377	5.619241646	6.181362854	5.895669061	6.135565519	6.19636646	5.861815554	6.313021502	6.048503099	5.857064862	5.962747441	5.983700957	5.235727157	6.284502725	6.222038142	5.768539944	5.586692522	5.627415061	6.584763487
LOC102071624	6.356351353	6.579128902	5.974544864	6.398889953	5.124860314	6.225286023	5.916608114	6.338543224	6.116157175	6.276409043	6.394841622	6.984753778	6.251024284	5.725800515	6.235357356	5.905991756	6.044820777	6.399142768	6.335387265	5.71692352	5.932856942	5.741822838	5.983700957	5.984484662	6.009479322	5.930000173	6.16214599	6.190221147	6.409566469	5.511961091
FUT8	6.33583724	6.147982058	6.046840337	6.080499841	6.323530186	5.923426745	5.852350792	5.913693671	6.220602615	6.054259809	6.044332984	6.463454316	6.251024284	6.095008272	6.176427316	5.905991756	6.0718081	6.33472855	6.218467138	6.539118986	6.066990679	6.533187409	6.265753632	6.019080399	5.896168797	5.830292518	6.228368769	6.293951508	5.293586833	5.844382616
SLC24A3	6.203591489	6.116099767	6.046840337	6.296065491	6.350492039	5.831674073	6.004671513	5.639074441	6.463181826	6.102915948	6.06877359	6.188145378	6.645093089	6.032766491	5.895669061	6.028021535	5.754363582	5.897594436	6.086265408	6.152433917	6.156187804	6.286825239	6.047200779	6.257918795	5.954679654	6.330677496	6.115401251	6.655476626	5.952675317	6.02273961
GPATCH2	6.078379865	5.855127768	5.93605398	5.870208958	6.410909701	6.099905412	5.885109416	5.987474622	6.169756326	6.334579361	6.138511715	6.570509543	6.016491981	5.999990647	6.235357356	6.056086297	6.172691099	6.02729077	5.965353988	5.991840989	5.968339628	6.621860695	6.359628752	6.175024249	5.982504696	5.930000173	6.066265497	5.65985316	6.565981986	5.995453594
LOC102071699	6.804228891	5.97652889	6.206418482	5.67751815	6.145232284	6.134936334	6.291810762	6.313516878	6.557988336	6.149210075	6.138511715	5.940599552	5.940793521	6.285997601	6.317865596	6.135565519	5.927996326	5.743494177	6.313021502	6.392754564	5.773310743	5.822534581	6.016008762	6.019080399	6.156611757	6.266861052	6.066265497	5.403504077	5.897627037	6.02273961
ZHX2	6.155413269	6.208806346	6.235455579	5.798987166	6.452122161	6.177023203	6.004671513	5.788980347	6.220602615	5.890249937	6.092591392	6.235475401	6.108495433	5.999990647	5.710148826	6.160663939	5.896149973	6.312372023	6.14130534	6.200505959	6.337748772	6.138288616	6.290014964	6.334659473	6.110059615	5.715883496	6.16214599	6.07445771	6.340291484	5.908107577
LOC102062137	6.897436918	6.59996673	6.263692166	6.528418656	6.350492039	6.143499359	6.084837623	6.08781955	5.65387199	6.149210075	5.819633345	6.00165629	6.172095429	6.095008272	6.080864	5.529942827	6.172691099	6.399142768	5.824801083	5.962103933	5.727639787	5.783268223	5.800713853	6.019080399	5.896168797	5.864906006	6.040697327	5.785749878	6.442631702	6.32087883
RHOBTB1	6.33583724	5.711705371	6.394534784	6.132621119	6.385424571	6.099905412	5.618337892	6.05557221	6.315296109	6.126339938	5.911033511	6.425399242	6.130160565	6.124654374	6.011335396	6.056086297	6.172691099	6.113614922	6.335387265	6.127489118	5.816324658	6.054677682	6.359628752	5.69056585	5.764697534	5.794073625	6.066265497	6.581624277	6.144105781	6.32087883
LOC102067471	6.249571547	6.266175922	5.895743283	6.296065491	5.824041825	5.713538131	6.158717165	6.05557221	6.059391241	5.794370501	6.019225616	6.444588714	6.40942516	6.153417929	6.291079065	5.969136252	5.754363582	6.572657488	6.114179566	6.486431054	6.384344195	6.396243127	6.016008762	6.115668542	6.133614557	6.222038142	5.83734197	6.153140835	6.650574714	6.171533294
RCN2	6.525581457	6.293710229	6.206418482	6.338382003	5.66810268	5.94486195	5.818186964	5.951372625	5.934065174	6.054259809	6.138511715	6.385992904	6.392931177	6.124654374	6.011335396	6.185139229	6.307135792	6.08571305	6.027817117	6.246386017	6.002437212	6.766489365	6.162530635	6.052402302	6.179083595	6.222038142	6.16214599	5.942293068	5.952675317	5.967305217
LOC102069597	6.130412819	6.178858709	5.974544864	6.053321591	6.368098758	5.867307456	6.205046514	6.178511219	6.26902632	6.171558515	6.044332984	6.280714187	6.251024284	6.181362854	6.145605486	6.255185123	6.172691099	6.266189013	6.086265408	6.020614879	6.127364618	6.138288616	5.983700957	6.175024249	5.925929743	5.898092736	6.249514981	6.357798451	5.432661328	6.238210788
CKB	6.155413269	6.116099767	6.080951565	5.93565585	6.089481453	6.025689872	5.569906013	5.742477387	5.899698377	5.723007129	5.593828747	6.188145378	6.212328735	5.814285603	6.804550093	5.969136252	6.874178482	5.996619842	5.965353988	6.431174904	6.066990679	7.131953596	6.240912294	6.052402302	6.133614557	5.627752877	5.959361479	5.65985316	6.505972786	5.87686893
LOC102071142	6.293588283	5.97652889	6.011418021	6.229209292	5.83950777	6.233110825	6.110099382	6.178511219	6.088200001	5.890249937	6.06877359	6.365745559	6.518523372	6.208545643	6.36950263	6.255185123	6.0718081	6.140728844	6.537055388	6.200505959	5.626111373	6.111224884	6.134969731	6.084565485	5.799717506	6.0740822	6.16214599	6.357798451	5.897627037	5.656891232
CPE	6.203591489	6.08312393	5.93605398	6.437448979	5.869561394	5.855605928	6.058881196	5.874240682	5.863844753	6.214804189	6.264707654	6.463454316	6.212328735	5.999990647	5.76099831	6.028021535	5.828480958	5.931890138	5.89806171	6.684230549	5.857064862	6.839994329	5.878868468	6.334659473	5.982504696	6.100361786	6.2702363	5.893392957	5.838650445	6.675396614
LOC102063849	6.33583724	6.116099767	5.853364036	5.760731443	5.539229331	6.450741004	6.058881196	6.433238255	6.443231567	6.171558515	6.511139968	6.03067935	6.086328662	6.064406821	5.895669061	5.872545133	5.714297406	6.02729077	6.057501301	5.899366561	6.127364618	6.286825239	6.619112731	6.052402302	6.201059406	6.125935942	6.091151823	5.988551738	6.340291484	5.844382616
LOC102067071	4.955213835	8.914913202	4.955213835	8.707453445	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835	4.955213835
LOC102073609	6.051248146	5.810284991	5.895743283	6.053321591	5.912653182	5.923426745	6.134712255	6.386915245	6.292415621	6.492440691	6.138511715	6.425399242	6.288320992	6.403647013	6.080864	6.056086297	6.172691099	6.192804307	5.965353988	6.290308267	5.932856942	6.909400871	5.840759317	6.145796701	5.896168797	6.047044883	6.01439675	6.032514735	5.897627037	5.938218996
MILR1	6.155413269	5.89758473	5.761062481	6.182084655	6.402480126	6.035298696	6.084837623	6.119003325	6.029660634	5.723007129	5.819633345	6.345113156	6.288320992	5.893614542	6.113780283	6.29936814	6.264240748	5.897594436	5.932373204	6.373028767	5.727639787	7.154477363	5.878868468	6.115668542	5.982504696	6.0740822	6.040697327	6.293951508	5.293586833	5.810504746
